home_team_abbr,away_team_abbr,home_team_wins_mean,away_team_wins_mean,home_team_wins_mean,away_team_wins_mean,home_team_wins_mean,away_team_wins_mean,date,is_night_game
9,29,-0.008791092,-4.34797295,-0.008791092,-4.34797295,-0.008791092,-4.34797295,2016-04-08,True
22,21,-0.008791092,-0.011663843,-0.008791092,-0.011663843,-0.008791092,-0.011663843,2016-04-08,True
25,1,-1.466430922,-2.179818397,-1.466430922,-2.179818397,-1.466430922,-2.179818397,2016-04-08,True
2,26,,4.324645264,,4.324645264,,4.324645264,2016-04-08,True
18,10,2.177668653,2.156490711,2.177668653,2.156490711,2.177668653,2.156490711,2016-04-08,True
27,13,-2.195250837,4.324645264,-2.195250837,4.324645264,-2.195250837,4.324645264,2016-04-08,True
23,11,4.364128398,-0.011663843,4.364128398,-0.011663843,4.364128398,-0.011663843,2016-04-08,
2,26,2.177668653,4.324645264,2.177668653,4.324645264,2.177668653,4.324645264,2016-04-09,False
5,24,4.364128398,-0.011663843,4.364128398,-0.011663843,4.364128398,-0.011663843,2016-04-09,False
22,21,-0.88337499,1.433772526,-0.88337499,1.433772526,-0.88337499,1.433772526,2016-04-09,False
18,10,2.614960602,0.855597979,2.614960602,0.855597979,2.614960602,0.855597979,2016-04-09,False
16,3,0.865792806,1.433772526,0.865792806,1.433772526,0.865792806,1.433772526,2016-04-09,False
12,14,1.448848738,-4.34797295,1.448848738,-4.34797295,1.448848738,-4.34797295,2016-04-09,True
20,17,-0.008791092,-0.878925664,-0.008791092,-0.878925664,-0.008791092,-0.878925664,2016-04-09,True
19,8,-0.008791092,-2.179818397,-0.008791092,-2.179818397,-0.008791092,-2.179818397,2016-04-09,True
15,0,,-2.179818397,,-2.179818397,,-2.179818397,2016-04-09,True
9,29,1.448848738,,1.448848738,,1.448848738,,2016-04-09,True
25,1,-2.195250837,-0.878925664,-2.195250837,-0.878925664,-2.195250837,-0.878925664,2016-04-09,True
4,28,-0.008791092,-2.179818397,-0.008791092,-2.179818397,-0.008791092,-2.179818397,2016-04-09,True
27,13,-0.88337499,2.156490711,-0.88337499,2.156490711,-0.88337499,2.156490711,2016-04-09,True
20,17,-0.88337499,-0.011663843,-0.88337499,-0.011663843,-0.88337499,-0.011663843,2016-04-10,False
2,26,2.614960602,2.590121622,2.614960602,2.590121622,2.614960602,2.590121622,2016-04-10,False
18,10,1.448848738,1.433772526,1.448848738,1.433772526,1.448848738,1.433772526,2016-04-10,False
23,11,4.364128398,-0.878925664,4.364128398,-0.878925664,4.364128398,-0.878925664,2016-04-10,False
4,28,-0.88337499,-0.878925664,-0.88337499,-0.878925664,-0.88337499,-0.878925664,2016-04-10,False
22,21,-1.466430922,,-1.466430922,,-1.466430922,,2016-04-10,False
25,1,-2.632542786,-0.011663843,-2.632542786,-0.011663843,-2.632542786,-0.011663843,2016-04-10,False
9,29,2.177668653,,2.177668653,,2.177668653,,2016-04-10,False
27,13,-1.466430922,2.590121622,-1.466430922,2.590121622,-1.466430922,2.590121622,2016-04-10,False
12,14,-0.008791092,-2.613449307,-0.008791092,-2.613449307,-0.008791092,-2.613449307,2016-04-10,False
19,8,-0.88337499,-0.878925664,-0.88337499,-0.878925664,-0.88337499,-0.878925664,2016-04-10,False
7,6,1.448848738,-1.457100212,1.448848738,-1.457100212,1.448848738,-1.457100212,2016-04-10,False
15,0,-4.381710582,-0.878925664,-4.381710582,-0.878925664,-4.381710582,-0.878925664,2016-04-10,
29,16,-4.381710582,1.433772526,-4.381710582,1.433772526,-4.381710582,1.433772526,2016-04-11,False
5,26,2.177668653,1.433772526,2.177668653,1.433772526,2.177668653,1.433772526,2016-04-11,False
0,19,-0.008791092,-0.011663843,-0.008791092,-0.011663843,-0.008791092,-0.011663843,2016-04-11,False
21,23,0.865792806,4.324645264,0.865792806,4.324645264,0.865792806,4.324645264,2016-04-11,False
13,2,2.906488568,2.879208895,2.906488568,2.879208895,2.906488568,2.879208895,2016-04-11,True
7,15,2.177668653,-4.34797295,2.177668653,-4.34797295,2.177668653,-4.34797295,2016-04-11,True
12,6,-0.88337499,,-0.88337499,,-0.88337499,,2016-04-11,True
20,1,-1.466430922,-0.631136573,-1.466430922,-0.631136573,-1.466430922,-0.631136573,2016-04-11,True
8,9,-1.466430922,2.590121622,-1.466430922,2.590121622,-1.466430922,2.590121622,2016-04-11,True
17,25,0.615911692,-1.457100212,0.615911692,-1.457100212,0.615911692,-1.457100212,2016-04-11,True
14,28,-1.466430922,,-1.466430922,,-1.466430922,,2016-04-11,
5,26,0.865792806,1.846754346,0.865792806,1.846754346,0.865792806,1.846754346,2016-04-12,False
10,27,0.615911692,-1.870082032,0.615911692,-1.870082032,0.615911692,-1.870082032,2016-04-12,False
14,28,-1.882899445,-0.631136573,-1.882899445,-0.631136573,-1.882899445,-0.631136573,2016-04-12,True
20,1,-1.882899445,-0.011663843,-1.882899445,-0.011663843,-1.882899445,-0.011663843,2016-04-12,True
21,23,-0.008791092,4.324645264,-0.008791092,4.324645264,-0.008791092,4.324645264,2016-04-12,True
22,24,-0.633493876,0.855597979,-0.633493876,0.855597979,-0.633493876,0.855597979,2016-04-12,True
11,3,-1.466430922,-0.011663843,-1.466430922,-0.011663843,-1.466430922,-0.011663843,2016-04-12,True
8,9,-0.633493876,1.433772526,-0.633493876,1.433772526,-0.633493876,1.433772526,2016-04-12,True
7,15,2.614960602,-4.34797295,2.614960602,-4.34797295,2.614960602,-4.34797295,2016-04-12,True
17,25,-0.008791092,-0.631136573,-0.008791092,-0.631136573,-0.008791092,-0.631136573,2016-04-12,True
12,6,-1.466430922,-0.878925664,-1.466430922,-0.878925664,-1.466430922,-0.878925664,2016-04-12,True
4,18,-0.008791092,1.846754346,-0.008791092,1.846754346,-0.008791092,1.846754346,2016-04-12,True
20,1,-2.195250837,0.47014828,-2.195250837,0.47014828,-2.195250837,0.47014828,2016-04-13,False
17,25,-0.494671035,-0.011663843,-0.494671035,-0.011663843,-0.494671035,-0.011663843,2016-04-13,False
12,6,,-0.011663843,,-0.011663843,,-0.011663843,2016-04-13,False
10,27,-0.008791092,-1.09574112,-0.008791092,-1.09574112,-0.008791092,-1.09574112,2016-04-13,True
7,15,2.906488568,-4.34797295,2.906488568,-4.34797295,2.906488568,-4.34797295,2016-04-13,True
11,3,-0.633493876,-0.878925664,-0.633493876,-0.878925664,-0.633493876,-0.878925664,2016-04-13,True
0,19,0.615911692,-0.631136573,0.615911692,-0.631136573,0.615911692,-0.631136573,2016-04-13,True
26,5,1.08443878,1.433772526,1.08443878,1.433772526,1.08443878,1.433772526,2016-04-13,True
13,2,3.114722829,1.846754346,3.114722829,1.846754346,3.114722829,1.846754346,2016-04-13,True
14,28,-1.102020965,-1.09574112,-1.102020965,-1.09574112,-1.102020965,-1.09574112,2016-04-13,True
4,18,-0.633493876,2.156490711,-0.633493876,2.156490711,-0.633493876,2.156490711,2016-04-13,True
21,23,-0.633493876,4.324645264,-0.633493876,4.324645264,-0.633493876,4.324645264,2016-04-13,True
22,24,-1.102020965,1.433772526,-1.102020965,1.433772526,-1.102020965,1.433772526,2016-04-13,True
29,16,-4.381710582,1.846754346,-4.381710582,1.846754346,-4.381710582,1.846754346,2016-04-13,True
8,9,-1.102020965,1.846754346,-1.102020965,1.846754346,-1.102020965,1.846754346,2016-04-13,True
7,15,3.114722829,-4.34797295,3.114722829,-4.34797295,3.114722829,-4.34797295,2016-04-14,False
11,3,-1.102020965,-0.011663843,-1.102020965,-0.011663843,-1.102020965,-0.011663843,2016-04-14,False
14,28,-0.494671035,-1.457100212,-0.494671035,-1.457100212,-0.494671035,-1.457100212,2016-04-14,False
0,19,-0.008791092,-0.011663843,-0.008791092,-0.011663843,-0.008791092,-0.011663843,2016-04-14,False
26,5,0.477088851,1.846754346,0.477088851,1.846754346,0.477088851,1.846754346,2016-04-14,False
4,18,-0.008791092,1.433772526,-0.008791092,1.433772526,-0.008791092,1.433772526,2016-04-14,False
29,16,-4.381710582,2.156490711,-4.381710582,2.156490711,-4.381710582,2.156490711,2016-04-14,False
1,23,-0.008791092,3.240567988,-0.008791092,3.240567988,-0.008791092,3.240567988,2016-04-14,True
8,9,-1.466430922,2.156490711,-1.466430922,2.156490711,-1.466430922,2.156490711,2016-04-14,True
13,2,3.270898525,1.072413434,3.270898525,1.072413434,3.270898525,1.072413434,2016-04-14,True
22,24,-0.494671035,0.607808887,-0.494671035,0.607808887,-0.494671035,0.607808887,2016-04-14,True
10,27,0.477088851,-1.457100212,0.477088851,-1.457100212,0.477088851,-1.457100212,2016-04-14,True
13,4,,0.47014828,,0.47014828,,0.47014828,2016-04-15,False
29,25,-4.381710582,0.47014828,-4.381710582,0.47014828,-4.381710582,0.47014828,2016-04-15,True
1,23,0.388747043,2.397396772,0.388747043,2.397396772,0.388747043,2.397396772,2016-04-15,True
8,5,-1.757958888,2.156490711,-1.757958888,2.156490711,-1.757958888,2.156490711,2016-04-15,True
17,9,-0.88337499,2.397396772,-0.88337499,2.397396772,-0.88337499,2.397396772,2016-04-15,True
24,20,-0.008791092,-1.457100212,-0.008791092,-1.457100212,-0.008791092,-1.457100212,2016-04-15,True
26,19,-0.008791092,-0.493475966,-0.008791092,-0.493475966,-0.008791092,-0.493475966,2016-04-15,True
3,12,0.615911692,-1.09574112,0.615911692,-1.09574112,0.615911692,-1.09574112,2016-04-15,True
28,27,-1.757958888,-1.746187486,-1.757958888,-1.746187486,-1.757958888,-1.746187486,2016-04-15,True
21,22,-0.008791092,-0.011663843,-0.008791092,-0.011663843,-0.008791092,-0.011663843,2016-04-15,True
0,2,0.477088851,0.47014828,0.477088851,0.47014828,0.477088851,0.47014828,2016-04-15,True
6,15,-0.633493876,-4.34797295,-0.633493876,-4.34797295,-0.633493876,-4.34797295,2016-04-15,True
10,18,0.865792806,0.855597979,0.865792806,0.855597979,0.865792806,0.855597979,2016-04-15,True
11,16,-1.466430922,,-1.466430922,,-1.466430922,,2016-04-15,True
14,7,,3.240567988,,3.240567988,,3.240567988,2016-04-15,
13,4,2.614960602,0.855597979,2.614960602,0.855597979,2.614960602,0.855597979,2016-04-16,False
17,9,-1.201405498,2.590121622,-1.201405498,2.590121622,-1.201405498,2.590121622,2016-04-16,False
0,2,0.865792806,,0.865792806,,0.865792806,,2016-04-16,False
3,12,-0.008791092,-0.493475966,-0.008791092,-0.493475966,-0.008791092,-0.493475966,2016-04-16,False
24,20,-0.494671035,-0.878925664,-0.494671035,-0.878925664,-0.494671035,-0.878925664,2016-04-16,False
21,22,0.477088851,-0.405873762,0.477088851,-0.405873762,0.477088851,-0.405873762,2016-04-16,False
29,25,-3.507126684,-0.011663843,-3.507126684,-0.011663843,-3.507126684,-0.011663843,2016-04-16,False
10,18,1.183823314,0.382546076,1.183823314,0.382546076,1.183823314,0.382546076,2016-04-16,True
1,23,-0.008791092,2.590121622,-0.008791092,2.590121622,-0.008791092,2.590121622,2016-04-16,True
14,7,-0.406329228,3.361021018,-0.406329228,3.361021018,-0.406329228,3.361021018,2016-04-16,True
6,15,-1.102020965,-3.480711129,-1.102020965,-3.480711129,-1.102020965,-3.480711129,2016-04-16,True
11,16,-1.757958888,2.590121622,-1.757958888,2.590121622,-1.757958888,2.590121622,2016-04-16,True
28,27,-1.996481769,-1.194293599,-1.996481769,-1.194293599,-1.996481769,-1.194293599,2016-04-16,True
8,5,-1.201405498,1.433772526,-1.201405498,1.433772526,-1.201405498,1.433772526,2016-04-16,True
26,19,-0.406329228,-0.011663843,-0.406329228,-0.011663843,-0.406329228,-0.011663843,2016-04-16,
17,9,,1.959385751,,1.959385751,,1.959385751,2016-04-17,False
28,27,-1.466430922,-1.457100212,-1.466430922,-1.457100212,-1.466430922,-1.457100212,2016-04-17,False
8,5,-1.466430922,1.7228598,-1.466430922,1.7228598,-1.466430922,1.7228598,2016-04-17,False
14,7,-0.737611007,3.457383443,-0.737611007,3.457383443,-0.737611007,3.457383443,2016-04-17,False
0,2,0.388747043,0.382546076,0.388747043,0.382546076,0.388747043,0.382546076,2016-04-17,False
13,4,2.773975856,0.382546076,2.773975856,0.382546076,2.773975856,0.382546076,2016-04-17,False
11,16,-1.201405498,1.959385751,-1.201405498,1.959385751,-1.201405498,1.959385751,2016-04-17,False
29,25,-2.79155804,-0.405873762,-2.79155804,-0.405873762,-2.79155804,-0.405873762,2016-04-17,False
26,19,-0.008791092,-0.405873762,-0.008791092,-0.405873762,-0.008791092,-0.405873762,2016-04-17,False
21,22,0.865792806,-0.734382027,0.865792806,-0.734382027,0.865792806,-0.734382027,2016-04-17,False
24,20,-0.88337499,-0.405873762,-0.88337499,-0.405873762,-0.88337499,-0.405873762,2016-04-17,False
3,12,0.477088851,,0.477088851,,0.477088851,,2016-04-17,False
6,15,-1.466430922,-2.771133275,-1.466430922,-2.771133275,-1.466430922,-2.771133275,2016-04-17,False
10,18,0.720028823,0.711054342,0.720028823,0.711054342,0.720028823,0.711054342,2016-04-17,True
21,22,0.388747043,,0.388747043,,0.388747043,,2016-04-18,False
18,27,0.32758733,-1.01235056,0.32758733,-1.01235056,0.32758733,-1.01235056,2016-04-18,True
16,25,1.448848738,-0.734382027,1.448848738,-0.734382027,1.448848738,-0.734382027,2016-04-18,True
29,19,-2.195250837,-0.734382027,-2.195250837,-0.734382027,-2.195250837,-0.734382027,2016-04-18,True
0,13,0.720028823,2.156490711,0.720028823,2.156490711,0.720028823,2.156490711,2016-04-18,True
2,4,-0.008791092,0.711054342,-0.008791092,0.711054342,-0.008791092,0.711054342,2016-04-18,True
6,7,-1.757958888,2.747805589,-1.757958888,2.747805589,-1.757958888,2.747805589,2016-04-18,True
14,12,,-0.405873762,,-0.405873762,,-0.405873762,2016-04-18,
29,19,-1.690683204,-1.01235056,-1.690683204,-1.01235056,-1.690683204,-1.01235056,2016-04-19,False
2,4,-0.345169514,0.989022874,-0.345169514,0.989022874,-0.345169514,0.989022874,2016-04-19,True
24,17,-0.406329228,-0.345226082,-0.406329228,-0.345226082,-0.406329228,-0.345226082,2016-04-19,True
0,13,0.32758733,2.32327183,0.32758733,2.32327183,0.32758733,2.32327183,2016-04-19,True
1,8,0.32758733,-1.01235056,0.32758733,-1.01235056,0.32758733,-1.01235056,2016-04-19,True
23,22,1.978899585,-0.011663843,1.978899585,-0.011663843,1.978899585,-0.011663843,2016-04-19,True
16,25,1.000344175,-0.345226082,1.000344175,-0.345226082,1.000344175,-0.345226082,2016-04-19,True
15,10,,0.989022874,,0.989022874,,0.989022874,2016-04-19,True
21,11,-0.008791092,,-0.008791092,,-0.008791092,,2016-04-19,True
6,7,-1.201405498,2.156490711,-1.201405498,2.156490711,-1.201405498,2.156490711,2016-04-19,True
3,20,-0.008791092,-0.734382027,-0.008791092,-0.734382027,-0.008791092,-0.734382027,2016-04-19,True
28,26,-1.690683204,0.321898396,-1.690683204,0.321898396,-1.690683204,0.321898396,2016-04-19,True
14,12,-0.633493876,-0.011663843,-0.633493876,-0.011663843,-0.633493876,-0.011663843,2016-04-19,True
18,27,-0.008791092,-0.631136573,-0.008791092,-0.631136573,-0.008791092,-0.631136573,2016-04-19,True
9,5,1.448848738,1.170965914,1.448848738,1.170965914,1.448848738,1.170965914,2016-04-19,
2,4,-0.008791092,0.607808887,-0.008791092,0.607808887,-0.008791092,0.607808887,2016-04-20,False
0,13,-0.008791092,2.466227076,-0.008791092,2.466227076,-0.008791092,2.466227076,2016-04-20,False
16,25,,-0.631136573,,-0.631136573,,-0.631136573,2016-04-20,False
28,26,,-0.011663843,,-0.011663843,,-0.011663843,2016-04-20,True
1,8,0.615911692,-1.250609302,0.615911692,-1.250609302,0.615911692,-1.250609302,2016-04-20,True
19,29,-0.633493876,-1.870082032,-0.633493876,-1.870082032,-0.633493876,-1.870082032,2016-04-20,True
24,17,,-0.011663843,,-0.011663843,,-0.011663843,2016-04-20,True
23,22,1.448848738,0.277423431,1.448848738,0.277423431,1.448848738,0.277423431,2016-04-20,True
18,27,-0.300319058,-0.300751117,-0.300319058,-0.300751117,-0.300319058,-0.300751117,2016-04-20,True
21,11,-0.345169514,-0.345226082,-0.345169514,-0.345226082,-0.345169514,-0.345226082,2016-04-20,True
6,7,-1.466430922,2.32327183,-1.466430922,2.32327183,-1.466430922,2.32327183,2016-04-20,True
3,20,0.388747043,-1.01235056,0.388747043,-1.01235056,0.388747043,-1.01235056,2016-04-20,True
9,5,1.673101019,,1.673101019,,1.673101019,,2016-04-20,True
15,10,-1.690683204,0.607808887,-1.690683204,0.607808887,-1.690683204,0.607808887,2016-04-20,True
14,12,-0.88337499,0.321898396,-0.88337499,0.321898396,-0.88337499,0.321898396,2016-04-20,True
15,10,-1.882899445,0.855597979,-1.882899445,0.855597979,-1.882899445,0.855597979,2016-04-21,False
16,25,1.448848738,-0.878925664,1.448848738,-0.878925664,1.448848738,-0.878925664,2016-04-21,False
3,20,-0.008791092,-0.631136573,-0.008791092,-0.631136573,-0.008791092,-0.631136573,2016-04-21,False
19,29,-0.300319058,,-0.300319058,,-0.300319058,,2016-04-21,False
21,11,-0.008791092,,-0.008791092,,-0.008791092,,2016-04-21,False
18,27,-0.555406028,-0.011663843,-0.555406028,-0.011663843,-0.555406028,-0.011663843,2016-04-21,False
6,7,-1.690683204,2.466227076,-1.690683204,2.466227076,-1.690683204,2.466227076,2016-04-21,False
1,8,0.865792806,-1.457100212,0.865792806,-1.457100212,0.865792806,-1.457100212,2016-04-21,True
9,5,1.240614476,0.989022874,1.240614476,0.989022874,1.240614476,0.989022874,2016-04-21,True
28,26,-0.88337499,-0.300751117,-0.88337499,-0.300751117,-0.88337499,-0.300751117,2016-04-21,True
24,17,-1.017926359,0.277423431,-1.017926359,0.277423431,-1.017926359,0.277423431,2016-04-21,True
23,22,1.673101019,-0.011663843,1.673101019,-0.011663843,1.673101019,-0.011663843,2016-04-21,True
2,13,0.282736874,2.011947074,0.282736874,2.011947074,0.282736874,2.011947074,2016-04-21,True
9,23,1.448848738,1.846754346,1.448848738,1.846754346,1.448848738,1.846754346,2016-04-22,True
15,12,,-0.011663843,,-0.011663843,,-0.011663843,2016-04-22,True
25,20,-0.555406028,-0.300751117,-0.555406028,-0.300751117,-0.555406028,-0.300751117,2016-04-22,True
4,10,0.282736874,1.072413434,0.282736874,1.072413434,0.282736874,1.072413434,2016-04-22,True
18,6,-0.780482767,-1.250609302,-0.780482767,-1.250609302,-0.780482767,-1.250609302,2016-04-22,True
8,21,-1.648635901,-0.300751117,-1.648635901,-0.300751117,-1.648635901,-0.300751117,2016-04-22,True
27,26,0.248439466,-0.011663843,0.248439466,-0.011663843,0.248439466,-0.011663843,2016-04-22,True
19,14,-0.555406028,,-0.555406028,,-0.555406028,,2016-04-22,True
2,13,-0.008791092,2.156490711,-0.008791092,2.156490711,-0.008791092,2.156490711,2016-04-22,True
16,1,1.08443878,1.072413434,1.08443878,1.072413434,1.08443878,1.072413434,2016-04-22,True
7,29,2.03190467,-1.637779758,2.03190467,-1.637779758,2.03190467,-1.637779758,2016-04-22,True
24,11,-1.258196661,-0.300751117,-1.258196661,-0.300751117,-1.258196661,-0.300751117,2016-04-22,True
28,0,-1.102020965,0.277423431,-1.102020965,0.277423431,-1.102020965,0.277423431,2016-04-22,True
22,17,-0.26602165,0.530374795,-0.26602165,0.530374795,-0.26602165,0.530374795,2016-04-22,True
5,3,0.615911692,-0.345226082,0.615911692,-0.345226082,0.615911692,-0.345226082,2016-04-22,True
16,1,1.277361699,0.753567176,1.277361699,0.753567176,1.277361699,0.753567176,2016-04-23,False
8,21,-1.809405,-0.011663843,-1.809405,-0.011663843,-1.809405,-0.011663843,2016-04-23,False
7,29,2.177668653,-1.797202887,2.177668653,-1.797202887,2.177668653,-1.797202887,2016-04-23,False
5,3,0.282736874,-0.011663843,0.282736874,-0.011663843,0.282736874,-0.011663843,2016-04-23,False
24,11,-0.88337499,-0.553702481,-0.88337499,-0.553702481,-0.88337499,-0.553702481,2016-04-23,False
22,17,-0.494671035,0.753567176,-0.494671035,0.753567176,-0.494671035,0.753567176,2016-04-23,False
18,6,-0.494671035,-1.457100212,-0.494671035,-1.457100212,-0.494671035,-1.457100212,2016-04-23,True
25,20,-0.780482767,-0.011663843,-0.780482767,-0.011663843,-0.780482767,-0.011663843,2016-04-23,True
2,13,-0.26602165,2.284029214,-0.26602165,2.284029214,-0.26602165,2.284029214,2016-04-23,True
27,26,-0.008791092,0.243413163,-0.008791092,0.243413163,-0.008791092,0.243413163,2016-04-23,True
28,0,-0.780482767,-0.011663843,-0.780482767,-0.011663843,-0.780482767,-0.011663843,2016-04-23,True
4,10,0.537823844,0.753567176,0.537823844,0.753567176,0.537823844,0.753567176,2016-04-23,True
15,12,-2.195250837,0.277423431,-2.195250837,0.277423431,-2.195250837,0.277423431,2016-04-23,True
19,14,-0.780482767,,-0.780482767,,-0.780482767,,2016-04-23,True
9,23,1.631053717,1.433772526,1.631053717,1.433772526,1.631053717,1.433772526,2016-04-23,True
16,1,1.448848738,0.47014828,1.448848738,0.47014828,1.448848738,0.47014828,2016-04-24,False
19,14,-0.980550979,-0.011663843,-0.980550979,-0.011663843,-0.980550979,-0.011663843,2016-04-24,False
9,23,1.277361699,,1.277361699,,1.277361699,,2016-04-24,False
5,3,-0.008791092,,-0.008791092,,-0.008791092,,2016-04-24,False
2,13,-0.008791092,,-0.008791092,,-0.008791092,,2016-04-24,False
28,0,-0.980550979,0.243413163,-0.980550979,0.243413163,-0.980550979,0.243413163,2016-04-24,False
25,20,-0.494671035,-0.266740849,-0.494671035,-0.266740849,-0.494671035,-0.266740849,2016-04-24,False
7,29,2.306283932,-1.938912335,2.306283932,-1.938912335,2.306283932,-1.938912335,2016-04-24,False
27,26,0.221362565,-0.011663843,0.221362565,-0.011663843,0.221362565,-0.011663843,2016-04-24,False
18,6,-0.23894475,-1.637779758,-0.23894475,-1.637779758,-0.23894475,-1.637779758,2016-04-24,False
15,12,-2.323866116,0.530374795,-2.323866116,0.530374795,-2.323866116,0.530374795,2016-04-24,False
22,17,-0.23894475,0.47014828,-0.23894475,0.47014828,-0.23894475,0.47014828,2016-04-24,False
24,11,-0.555406028,-0.776894862,-0.555406028,-0.776894862,-0.555406028,-0.776894862,2016-04-24,False
4,10,0.248439466,0.951960403,0.248439466,0.951960403,0.248439466,0.951960403,2016-04-24,False
8,21,-1.466430922,-0.266740849,-1.466430922,-0.266740849,-1.466430922,-0.266740849,2016-04-24,True
29,3,-2.080174008,0.530374795,-2.080174008,0.530374795,-2.080174008,0.530374795,2016-04-25,True
11,23,-0.494671035,1.263721189,-0.494671035,1.263721189,-0.494671035,1.263721189,2016-04-25,True
4,26,-0.008791092,0.216562952,-0.008791092,0.216562952,-0.008791092,0.216562952,2016-04-25,True
5,17,-0.26602165,0.216562952,-0.26602165,0.216562952,-0.26602165,0.216562952,2016-04-25,True
12,2,0.762900583,-0.239890638,0.762900583,-0.239890638,0.762900583,-0.239890638,2016-04-25,True
10,6,1.141977195,-1.287048875,1.141977195,-1.287048875,1.141977195,-1.287048875,2016-04-25,True
20,8,-0.008791092,-1.609251409,-0.008791092,-1.609251409,-0.008791092,-1.609251409,2016-04-25,True
